,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
6807,6031282471_5,4,4,4,4,1,4,512,how was the left hand of the boy in yellow positioned at the start of the video,TC,in his mouth,with ball,on the small table,in his pocket,on his waist,True,False,True,True,True,False,True
6811,2779111829_1,3,3,3,3,4,3,1081,why did the man in white shake his body while putting on the red shirt at the end of the video,CW,call for attention,dancing to music,he had new clothes,excited,shaking off snow,True,False,True,True,True,False,True
6818,4152556613_2,3,3,3,3,1,3,1890,why does the black dog walk away after playing with the white dog with the slipper,CW,lick black dog s fur,move to blue toy,eat food,let white dog have slipper,drink water,True,False,True,True,True,False,True
6819,6031282471_9,2,2,2,2,0,2,512,what does the boy do as the girl sprayed water at the start,TC,help her up,pour the sand out,stand at the side and watch,take hose,laugh excitedly,True,False,True,True,True,False,True
6829,7580367082_1,3,3,3,3,4,3,2052,how is the old lady feeling while holding someone s hand at the start,TC,friendly,intrigued,sad,happy,embarrassed,True,False,True,True,True,False,True
6831,4522298433_0,0,0,0,0,0,0,585,why does the white dog come towards the cat at the beginning of the video,CW,attack cat,snatch the toy,lick his paws,snatch its food,enter its cage,True,False,True,True,True,True,True
6835,8277189448_9,3,3,3,3,1,3,870,why did the children bend forward to the orange cabinet at the end of the video,CW,posing for photo,someone pushed them,play with it,to check whats inside,for support,True,False,True,True,True,False,True
6845,5503178247_10,2,2,2,2,4,2,950,how did the child in stripes react when he was not able to kick away the other foot,TC,cry,walk over to pick flowers up,smile,point to the foot,frown,True,False,True,True,True,False,True
6848,4650731570_4,4,4,4,4,4,4,2025,why did the toy on the baby s chair light up near the end of the video,CW,adult pressed button,signal baby it s lunch time,dog pressed button,cat pressed button,baby pressed button,True,False,True,True,True,True,True
6855,6097011028_2,2,2,2,2,0,2,1380,why did the lady in flower shirt turned the frame to face the two ladies in black,CW,change colour of the frames,adjust something,show the frame to the ladies,bored,asking for their opinions,True,False,True,True,True,False,True
6859,3522190635_3,0,0,0,0,0,0,1068,why is the person with red jacket kneeling beside the baby,CW,wants the baby to play,feeling warm,biting it,get closer to the ground,resting,True,False,True,True,True,True,True
6860,4642870129_0,3,3,3,3,1,3,356,how did the boy protect his head from injury,DO,hat,scarf,beanie,helmet,hoodie,True,False,True,True,True,False,True
6866,7694986054_1,3,3,3,3,4,3,1911,why did the lady in red raise her left hand up towards the man in the hospital gown,CW,playing,clean her mouth,stretching,talking to man,posing,True,False,True,True,True,False,True
6868,3375723261_1,1,1,1,1,4,1,2314,why is the man in black shaking his body,CW,hot sun,dancing to music,go swimming,assist the chef,take pictures of baby,True,False,True,True,True,False,True
6869,4978371835_4,4,4,4,4,4,4,780,what is the man doing while baby on the swing,TC,smoking,stand and take video,laughing,sit on another swing,hold and swing baby gently,True,False,True,True,True,True,True
6873,4260983848_3,1,1,1,1,4,1,719,why did the kid move his head as he spoke to the camera in the middle of the video,CW,eat food,nodding,dancing,yawning,kiss the dog,True,False,True,True,True,False,True
6876,5815171094_3,3,3,3,3,4,3,354,why did one of the man bend down and touch the bottom of the cylinder,CW,show to boy,instructed by other man,clean dust,hold the bottom,pick up ball,True,False,True,True,True,False,True
6880,8022216602_1,3,3,3,3,4,3,409,what does the lady and boy do as the girl in pink was lying in bed,TC,moves away,holding the baby,lying on the floor,dance,appears restless,True,False,True,True,True,False,True
6882,8032967534_7,1,1,1,1,4,1,2190,how did the man in white amplify his voice,CH,trumpet,microphone,move his hand to mouth,open mouth wider,loudspeaker,True,False,True,True,True,False,True
6883,5498789102_4,0,0,0,0,0,0,873,how is everyone feeling while celebrating birthday in the living room,TC,happy,disgusted,sleepy,angry,upset,True,False,True,True,True,True,True
6887,7587067930_4,0,0,0,0,0,0,735,where is this video taken,DL,living room,speech event,mountain,dining table,playground,True,False,True,True,True,True,True
6888,5328563234_1,4,4,4,4,1,4,2332,why are there toys on the floor,CW,cleaning toys,art display,fall over,kid dropped it,for baby to play,True,False,True,True,True,False,True
6900,3512311005_4,3,3,3,3,4,3,2697,what are the two men and lady doing in the video,TC,playing with the baby,cooking something,skiing,sing and play instruments,sightseeing,True,False,True,True,True,False,True
6909,6993049783_5,4,4,4,4,4,4,1322,how many vehicles are in the video,DC,five,eleven,one,nine,two,True,False,True,True,True,True,True
6913,3842392593_2,1,1,1,1,4,1,668,why does the man caress the dog towards the end,CW,lift it stand up,compliment dog and show affection,awaiting another snowball to be thrown,play with it,used to dry the dog,True,False,True,True,True,False,True
6914,2733959191_0,0,0,0,0,0,0,2697,why are flashes seen here and there throughout the whole video,CW,photo taking,entertain baby,fill the tub,stage light,bar atmosphere,True,False,True,True,True,True,True
6918,13125896183_0,3,3,3,3,4,3,1040,why are the dogs wearing same ribbon around their neck,CW,to check it,protection from cold,controlled by owner,pets,stay put,True,False,True,True,True,False,True
6921,4198999510_7,3,3,3,3,4,3,894,what was the dog doing in the middle as the man carried the baby,TC,pull jacket,lick the kid,backed away,resting,leash,True,False,True,True,True,False,True
6924,2419603277_3,0,0,0,0,0,0,2238,why is the man in dark blue putting up his palm near the start of the video,CW,hand gesture,his turn to play,holding onto the rope,look at his watch,calling for help,True,False,True,True,True,True,True
6925,8105331297_0,0,0,0,0,0,0,1225,why did the baby look at the lady as she plays the piano at the end,CW,smile at her,pose for the camera,want lady to carry him away,lady make funny faces,for milk,True,False,True,True,True,True,True
6930,2406704873_4,1,1,1,1,4,1,1187,why does the child pick up the toy and hit it against the ground after tapping the toy,CW,drool,he is frustrated,lost his balance,let child hold onto toy,push their car faster,True,False,True,True,True,False,True
6935,6462583199_3,1,1,1,1,0,1,2160,how did the woman in yellow react when the woman in flower dress took out the book,TC,chase her,smiling,squat down,push her,looks down,True,False,True,True,True,False,True
6941,7712814656_3,0,0,0,0,0,0,1003,how does the girl move the car after getting out of it,CH,pushes it,kick it,pull the wheels,use remote controller,pull rope,True,False,True,True,True,True,True
6942,2703151976_5,2,2,2,2,0,2,1351,what did the audience do after the lady finish her speech,TN,nod,paper,clap,goes back in line,stands up,True,False,True,True,True,False,True
6945,9046447320_5,4,4,4,4,4,4,373,how does the woman feel while talking to the man in brown,TC,afraid,sad,uncomfortable,nervous,happy,True,False,True,True,True,True,True
6952,6447803681_10,4,4,4,4,1,4,2697,where is this happening,DL,road,kitchen,stage,office,bedroom,True,False,True,True,True,False,True
6953,6819760548_1,0,0,0,0,0,0,1009,why did the ladies bend forward,CW,get in the car,bow to audience,catch a bal,pet the dog,play with baby,True,False,True,True,True,True,True
6967,13166998645_4,1,1,1,1,4,1,1183,why did the boy start shaking his legs after the toy start shaking,TN,bend down to pick it up,mimick toy movement,crawl forward,pick up blanket,move up the stairs,True,False,True,True,True,False,True
6968,6824389173_1,3,3,3,3,0,3,533,why are the children tapping their mouth with their hands in the beginning,CW,cleaning their mouth,playing with dog,playing with adult,playing,attract adult s attention,True,False,True,True,True,False,True
6974,5139599690_6,3,3,3,3,1,3,633,how is the wood being separated,CH,using a saw,use an axe,hammer,using a cutter,drill,True,False,True,True,True,False,True
6979,6031282471_1,3,3,3,3,0,3,512,why did the boy spraying the water,CW,to shower,wash their hands,fill the inflatable pool,watering the plants,to play with elephants,True,False,True,True,True,False,True
6984,9021358194_2,0,0,0,0,0,0,2340,why did the boy walk to the chair,CW,to sit down,adjust it,learning how to walk,to reach towards the woman,play with dog,True,False,True,True,True,True,True
6985,4293949179_5,3,3,3,3,1,3,300,what does the baby do after resting his head for a while at the beginning,TN,create waves,stand up,rise right arm,move his head around,lie on back,True,False,True,True,True,False,True
6990,8632946304_2,2,2,2,2,4,2,973,why did the boy rollerblading hold tightly the lady s hand,CW,playing around,wash his hands,to balance,dancing,to play the guitar,True,False,True,True,True,False,True
6998,2486475553_4,0,0,0,0,0,0,1315,what does the man do as the dog runs,TC,guide dog while running,get food,walk away,throw ball,follow another adult,True,False,True,True,True,True,True
7006,12257884095_6,0,0,0,0,0,0,589,how did the girl in black react to the girl in grey leaning towards her,TC,smile,talks to the woman in red,get up,pick up blue object,put it somewhere else,True,False,True,True,True,True,True
7007,2458544634_6,3,3,3,3,1,3,1224,what did the dog do after the girl looked at it,TN,touch her head,eat food,move backwards,look at girl,ignore baby,True,False,True,True,True,False,True
7010,2676529856_0,0,0,0,0,0,0,1242,what is the baby holding on his left hand,DO,a toy,silver box,parent offspring,twins,pram table,True,False,True,True,True,True,True
7020,10682218035_2,2,2,2,2,0,2,985,why is there a spatula placed next to the boiling pan seen near the end of the video,CW,scoop the sauce,touch the boy in stripes,to scoop the food,cat jumps into it,baby lost grip of tumbler,True,False,True,True,True,False,True
7021,6620044377_9,2,2,2,2,1,2,850,what happens to the baby when trying to walk at the start,TC,paused to look at the hole,reach hands out,falls down,drops his toy,walk away from camera,True,False,True,True,True,False,True
7026,3900682951_8,2,2,2,2,0,2,566,why are these people sitting on kayaks,CW,go skiing,see clearly,kayaking,paddle to move forward,playing in water,True,False,True,True,True,False,True
7032,6764465247_7,4,4,4,4,0,4,2430,what did the lady do with her hands after she crossed her legs,TN,put up her finger,reach for something,pick up shoe,smiles,clasp her hands,True,False,True,True,True,False,True
7046,2414043078_3,2,2,2,2,4,2,709,why is there a rope hanging from the top of the cliff,CW,preparation of a performance,hold the bucket,to support when climbing,hold the pail,someone left it there,True,False,True,True,True,False,True
7050,11077200623_4,2,2,2,2,1,2,571,what does the players in front of the referee do after he raises his arm in the middle,TN,runs toward the ball,run away,get into position,go back to the seats,laugh,True,False,True,True,True,False,True
7052,2500623285_3,3,3,3,3,4,3,450,why was the dog not able to react in time to the waves,CW,sleepy,focused on playing ball,interested in plastic bag,distracted by the man s foot,distracted by guitar show,True,False,True,True,True,False,True
7057,4135845237_7,2,2,2,2,4,2,1389,how many people are in the video,DC,seven,three,two,four,ten,True,False,True,True,True,False,True
7062,2932961019_5,0,0,0,0,0,0,717,where is this happening,DL,living room,karaoke room,kitchen,backyard,home,True,False,True,True,True,True,True
7068,4417481754_3,0,0,0,0,0,0,2010,how does the lady in blue pose when the camera is filming her,CH,raise her glass and smile,wave,making different faces,make a sad face,frown,True,False,True,True,True,True,True
7071,4751951497_2,0,0,0,0,0,0,807,why are the kids sitting down,CW,talking to each other,hit the toy to the ground,look at the cow,eating,check the baby,True,False,True,True,True,True,True
7076,3704238156_0,4,4,4,4,0,4,917,where did the lady put her left hand as she sat on the sofa,TC,on hips,on pillow,on the white cat,on her back,on her neck,True,False,True,True,True,False,True
