,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
8107,7757567866_2,2,1,3,3,4,3,1615,why did the man in blue looked to his right in the middle of the video,CW,pass something to his right,follow the person on his right,hold person on his right,talking to person on his right,gesture for the filming,False,True,False,False,False,False,False
8116,4046784335_7,4,3,4,4,4,4,2697,what did the lady in purple do after she placed her block on the top in the middle,TN,take toy from it,run backwards,wipes her eyes,laughs and talks to other lady,puts it on the table,False,True,False,False,False,False,False
8120,5544695007_1,0,1,0,0,0,3,920,how is the baby held,CH,baby cot,on a walker,child holds his finger,strapped into car,bit it,False,True,False,False,False,False,False
8123,12078592673_4,3,1,3,3,4,3,1292,why do the boys smear the spoon against the pizza,CW,eager to eat,spread ketchup,easy for spaghetti,to scoop the excess food,snacking,False,True,False,False,False,False,False
8124,2925748611_8,1,3,1,1,4,1,355,why did the person place his finger on the buttons,CW,gesturing while talking,battery,playing,waiting for transfer to be done,to direct the boy,False,True,False,False,False,False,False
8125,7888556496_5,4,3,4,4,0,4,685,how many dogs are there,DC,three,six,four,one,two,False,True,False,False,False,False,False
8126,3070014782_0,2,3,2,2,1,2,450,why did the girl toddler fall at the start of the video,CW,to watch the ball,dog s face was moving vigorously,lose balance,boy push her,resting,False,True,False,False,False,False,False
8132,6546241805_9,4,2,4,4,4,4,570,how did the child elevate himself to be able to reach the dough on the table,CH,sit on woman s lap,with ladder,chair,sitting on table,standing on table,False,True,False,False,False,False,False
8133,2982867777_7,2,4,2,2,1,2,1374,how did the dog react when the lady try to blow towards it,TC,lie down,jump up,turn its head away,run away,want to kiss,False,True,False,False,False,False,False
8135,6994417868_7,2,4,3,3,4,2,421,why does the man only use one finger while playing,CW,making music,to play with the baby,the other fingers were occupied,press keyboard,demonstrating,False,True,False,False,False,True,False
8136,12011352464_1,4,2,0,0,2,4,1082,what is the kid holding in his hands,DO,room slippers,letters,microphone,the tubes,presents,False,True,False,False,False,True,False
8140,6996441724_9,3,4,2,3,1,3,1464,what does the lady do after the boy turns his head towards the right near the end,TN,clasp ball together,kiss boy,tap paper on table,touch his cheeks,smiles,False,True,False,False,False,False,False
8141,6625133293_5,2,1,2,2,1,2,407,why did the lady in black group the items with other similar items on the cashier table,CW,make it presentable,easier to pack,take out different plastic bag size,let children hold lighter items,for recording purposes,False,True,False,False,False,True,False
8152,5913320110_6,0,1,0,0,0,0,1376,how does the shirtless man place his hands,TC,on his hips,on the floor,leave his hands from the bicycle,hold each other arms,rapidly,False,True,False,False,False,False,False
8155,3440542069_3,2,1,2,2,1,4,817,why does woman approach the baby,CW,girl lead the way,adjust bottle,play with her,hand gesture,take out food,False,True,False,False,False,True,False
8157,3487251005_9,0,4,3,3,0,3,610,how is the lady in blue showing the boys the instructions,CH,show on screen,pat the dog,looks at her and follows,point to the boys,hand gesture,False,True,False,False,False,False,False
8159,3348872437_3,1,2,1,1,1,1,1085,what did the boy in red do after they reached the front,TN,raise his head,stood behind couch,push backwards,touch the boot,chewing something,False,True,False,False,False,False,False
8165,3384417792_9,4,2,4,4,1,4,2457,why does the girl sit on the chair,CW,watch,drink water,to reach the table height,assisting in preparing the food,eat waffles,False,True,False,False,False,False,False
8166,8105331297_1,1,2,1,1,4,1,1225,how did the lady show the baby how to play the piano,CH,look at lady,passed baby a small keyboard,played next to him,look at the video,pointed to pianist,False,True,False,False,False,False,False
8174,2637691975_5,0,4,0,0,4,0,653,why did the dog stand up in the middle,CW,hit the hanging toy,bark at cat,playing with child,wants person s attention,to reach the food,False,True,False,False,False,True,False
8176,4321131597_0,3,0,3,3,0,3,2158,why did the lady in black bend down at the start of the video,CW,talk to man and lady,eat cake,taking photo,blow candle,kiss the man,False,True,False,False,False,True,False
8180,2657975235_0,0,2,1,0,0,0,350,why did the blue shirt man bend forward at the start,CW,pull pants up,to do an action in game,practicing a posture,oversee and coaches,watching performance,False,True,False,False,False,False,False
8183,6423866251_7,0,3,0,0,0,1,528,how did the lady manage to get her both legs off the ground,CH,leap,jump,ladder,the man helped,fly,False,True,False,False,False,False,False
8187,4954732488_2,3,1,3,3,4,3,1587,what does the lady at the back rest her arm on while sitting,TC,books,ice box,man s lap,cushion,wooden box,False,True,False,False,False,False,False
8188,10209170426_5,1,4,2,1,1,2,485,what did the boy do after he turned away from the man,TN,sitting on the sofa,sits down on floor,hit the box on sofa,adjust the tricycle,put toy on shelf,False,True,False,False,False,False,False
8191,3672431760_0,0,4,0,0,0,0,765,how does the lady react when the dog wo nt let go of the twig,TC,watches dog run away,excited,gives them food,lower its head,pull it out,False,True,False,False,False,False,False
8195,8235000713_1,3,2,3,3,4,3,1813,why is the woman carrying a black leather bag moving her head in the middle of the video,CW,restless,exercising,agreeing,looking down to her laptop,avoid blocking someone behind her,False,True,False,False,False,False,False
8197,6068969659_3,1,4,1,1,0,1,2697,how did the lady in blue help the lady in green release the rope,CH,moves her around,untie the rope,let go of her hand,pass to lady in green,unhook,False,True,False,False,False,False,False
8199,6764483319_2,1,0,1,1,4,1,365,how did the man feel when the lady hugged him,TC,comforted,smiling,feel accomplished,annoyed,surprised,False,True,False,False,False,False,False
8200,5093765132_5,4,2,4,4,0,4,930,how did the boy kept himself warm,DO,winter clothes,wear hoodie and glove,long sleeve shirt,sit near the heater,wear socks,False,True,False,False,False,False,False
8208,2906386126_7,4,2,4,4,1,3,1275,why is the girl singing without a microphone,CW,fixing something on her dress,talking to each other,playing the drump,engage audience,to focus on her singing,False,True,False,False,False,False,False
8210,4959088086_9,4,0,3,3,4,3,1064,why did the man stopped for a while in the middle of the video,CW,baby was playing with the toy,pick up ball,take off shoes,playing with baby,he reached the shore,False,True,False,False,False,False,False
8211,6224708185_0,3,1,3,3,1,3,2084,why does the camel on the left turn its head to left,CW,man hitting it,try to bite bull,baby camel bitting it,look at another camels,look at man,False,True,False,False,False,True,False
8212,5073490515_3,0,4,0,3,0,0,2035,why did the baby open his mouth,CW,cry,singing,shocked,yawn,want more food,False,True,False,False,False,False,False
8217,7064920441_1,3,4,3,3,0,3,2179,what does the baby hold in her hand while on the man s lap,TC,book,pen,ball,plush toy,water bottle,False,True,False,False,False,False,False
8221,2962278896_13,1,2,4,1,1,4,2454,how did the baby react to the camera approaching him,TC,stick tongue out,curious,look into camera,shy,smile,False,True,False,False,False,False,False
8229,3465242353_5,3,2,0,0,0,1,874,why is the lady in orange sitting down,CW,resting,watching television,clean the boy s nose,eating cake,drinking wine,False,True,False,False,False,False,False
8231,10652030225_7,3,4,0,0,0,0,1989,where is the activity being carried out,DL,high element corner,beach,stairs,in the garden,matial arts,False,True,False,False,False,False,False
8232,3186134497_1,0,3,4,4,1,1,701,where is the man in jacket,DL,shop,mall,pool,road side,police station,False,True,False,False,False,False,False
8235,5445670939_3,0,2,4,4,0,0,457,why is the girl moving away from the woman in the middle of the video,CW,scared of the woman,let the woman pass,ticklish,focus someone's singing,someone was calling the girl,False,True,False,False,False,False,False
8236,2679006680_1,3,4,3,3,1,3,827,what does the toy represent,DO,vacuum cleaner,rocking chair,banana,top part,saxophone,False,True,False,False,False,False,False
8240,3081360150_8,4,3,4,4,4,4,1780,why is the snake moving fast in random directions near the end,CW,find more food,avoiding the girl from hitting it,looking at something,trying to escape,attracted by the food,False,True,False,False,False,False,False
8243,8993709862_8,1,3,1,1,4,1,848,how does the person with white slippers react after the person with black slippers points at her,TN,put plastic in pocket,laugh,pack her stuff,moves back,gesture to red cloth,False,True,False,False,False,False,False
8244,5306556049_4,0,4,0,0,0,1,2232,what was the baby in pink doing when the boy in checkered was walking towards the camera,TC,looking over curiously,pushing toys away,falling down,touching the baby s chin,lying on her stomach,False,True,False,False,False,False,False
8248,3885216493_0,0,1,0,0,0,0,894,why is the screen behind the person changing,CW,man is controlling,live video,trying to open the item,talk to each other,dancing,False,True,False,False,False,False,False
8252,2794873229_7,0,3,0,0,4,0,1437,how many times did the man caress the cat when it is resting on his lap in this video,DC,one,eleven,four,three,five,False,True,False,False,False,False,False
8253,11019529085_7,3,0,2,3,1,2,2580,what did the shorter guy do after the taller guy spoke on the mic near the start,TN,backflip,pass phone back to woman,dances,look around,tap chessboard,False,True,False,False,False,False,False
8257,3003152116_6,2,4,2,2,0,2,1402,how did the cat go to the floor at the end of the video,CH,stretches,bend over and raise legs,lie down,tickle cat,jump,False,True,False,False,False,False,False
8261,12532492544_9,0,2,0,0,0,0,570,how did the bird moved away from the wooden plank in the middle of the video,CH,move closer,man carried away,fly away,jumps off,baby moved,False,True,False,False,False,False,False
8262,2876825076_4,0,3,0,0,1,0,459,why does the girl in white moves towards the cupboard,CW,get close to audience,let baby play with lady with cap,looking for toys,check the clothing,formal event,False,True,False,False,False,False,False
8263,5972972222_4,2,3,1,1,0,1,2697,what does the girl in pink skirt do after looking up for a while at the start,TN,change position of her legs,turns around,bend down,make more bubbles,smiles,False,True,False,False,False,False,False
8264,6608631231_1,3,0,3,3,1,3,2697,how does the person put the prawns the grill,CH,forks,clipper,barbeque stick,with tongs,with hands,False,True,False,False,False,False,False
8268,3598384046_6,1,0,1,3,4,3,2253,what does the person do as the baby sat down at the end,TC,withdrew toy,shake his body,blow kisses,pat the chair,shake hands,False,True,False,False,False,False,False
